"binding","subjOfProp","label"
"http://dbpedia.org/resource/Arthur_Conan_Doyle","http://dbpedia.org/resource/Professor_Challenger","Professor Challenger"
"http://dbpedia.org/resource/Arthur_Conan_Doyle","http://dbpedia.org/resource/Sherlock_Holmes","Sherlock Holmes"
"http://dbpedia.org/resource/Cecelia_Ahern","http://dbpedia.org/resource/Samantha_Who%3F","Samantha chi?"
"http://dbpedia.org/resource/Charles_Addams","http://dbpedia.org/resource/Uncle_Fester","Zio Fester"
"http://dbpedia.org/resource/Charles_Addams","http://dbpedia.org/resource/Grandmama_(The_Addams_Family)","Nonna (La famiglia Addams)"
"http://dbpedia.org/resource/Charles_Addams","http://dbpedia.org/resource/Thing_(The_Addams_Family)","Mano (La famiglia Addams)"
"http://dbpedia.org/resource/Charles_Addams","http://dbpedia.org/resource/Cousin_Itt","Cugino Itt"
"http://dbpedia.org/resource/Charlie_Adlard","http://dbpedia.org/resource/The_Governor_(The_Walking_Dead)","Il Governatore (personaggio)"
"http://dbpedia.org/resource/John_Altschuler","http://dbpedia.org/resource/Silicon_Valley_(TV_series)","Silicon Valley (serie televisiva)"
"http://dbpedia.org/resource/Jorge_Amado","http://dbpedia.org/resource/Gabriela_(1975_TV_series)","Gabriela (serie televisiva 1975)"
"http://dbpedia.org/resource/Jorge_Amado","http://dbpedia.org/resource/Gabriela_(2012_TV_series)","Gabriela (telenovela 2012)"
"http://dbpedia.org/resource/Julie_Andem","http://dbpedia.org/resource/Skam_(TV_series)","Skam (webserie)"
"http://dbpedia.org/resource/Keita_Amemiya","http://dbpedia.org/resource/Garo_(TV_series)","Garo"
"http://dbpedia.org/resource/Liliana_Abud","http://dbpedia.org/resource/El_Privilegio_de_Amar","Libera di amare"
"http://dbpedia.org/resource/Mara_Brock_Akil","http://dbpedia.org/resource/Girlfriends_(2000_TV_series)","Girlfriends (serie televisiva 2000)"
"http://dbpedia.org/resource/Christopher_Keyser","http://dbpedia.org/resource/Time_of_Your_Life_(American_TV_series)","Cenerentola a New York"
"http://dbpedia.org/resource/Christopher_Keyser","http://dbpedia.org/resource/The_Society_(TV_series)","The Society"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Killer_Frost","Killer Frost"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Hank_Henshaw","Cyborg (Hank Henshaw)"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Human_Bomb","Bomba Umana"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Booster_Gold","Booster Gold"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Waverider_(character)","Waverider"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Bloodwynd","Bloodwynd"
"http://dbpedia.org/resource/Janice_Karman","http://dbpedia.org/resource/Alvinnn!!!_and_the_Chipmunks","Alvinnn!!! e i Chipmunks"
"http://dbpedia.org/resource/Jerry_Juhl","http://dbpedia.org/resource/Gonzo_(Muppet)","Gonzo (Muppet)"
"http://dbpedia.org/resource/Jim_Jinkins","http://dbpedia.org/resource/Pinky_Dinky_Doo","Pinky Dinky Doo"
"http://dbpedia.org/resource/Joe_Casey","http://dbpedia.org/resource/Stacy_X","Stacy X"
"http://dbpedia.org/resource/Joe_Kelly_(comics_writer)","http://dbpedia.org/resource/Traci_Thirteen","Traci Thirteen"
"http://dbpedia.org/resource/Joe_Kelly_(comics_writer)","http://dbpedia.org/resource/Cheetah_(character)","Cheetah (DC Comics)"
"http://dbpedia.org/resource/Joe_Simon","http://dbpedia.org/resource/Guardian_(DC_Comics)","Guardiano (DC Comics)"
"http://dbpedia.org/resource/Joe_Simon","http://dbpedia.org/resource/Dan_Turpin","Dan Turpin"
"http://dbpedia.org/resource/Joe_Simon","http://dbpedia.org/resource/Red_Skull","Teschio Rosso"
"http://dbpedia.org/resource/Johanna_Spyri","http://dbpedia.org/resource/Heidi_(2015_TV_series)","Heidi (serie animata 2015)"
"http://dbpedia.org/resource/John_Beck_Hofmann","http://dbpedia.org/resource/Tyranny_(TV_series)","Tyranny (webserie)"
"http://dbpedia.org/resource/John_Bolton_(illustrator)","http://dbpedia.org/resource/Timothy_Hunter","Timothy Hunter"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Guy_Gardner_(character)","Guy Gardner"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Hal_Jordan","Hal Jordan"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Heat_Wave_(comics)","Heat Wave"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Solovar","Solovar"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Rose_and_Thorn","Rose & Thorn"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Tomar-Re","Tomar-Re"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Top_(comics)","Top (personaggio)"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Trickster_(comics)","Trickster (personaggio)"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Captain_Cold","Capitan Cold"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Captain_Comet","Capitan Comet"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Sonar_(comics)","Sonar (fumetto)"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Star_Sapphire_(character)","Zaffiro Stellare"
"http://dbpedia.org/resource/John_Callahan_(cartoonist)","http://dbpedia.org/resource/John_Callahan's_Quads!","John Callahan's Quads!"
"http://dbpedia.org/resource/John_Carpenter","http://dbpedia.org/resource/Snake_Plissken","Jena Plissken"
"http://dbpedia.org/resource/John_Forte","http://dbpedia.org/resource/Nura_Nal","Dream Girl (personaggio)"
"http://dbpedia.org/resource/John_Forte","http://dbpedia.org/resource/Timber_Wolf_(character)","Timber Wolf"
"http://dbpedia.org/resource/John_Forte","http://dbpedia.org/resource/Proty","Proty II"
"http://dbpedia.org/resource/John_Forte","http://dbpedia.org/resource/Matter-Eater_Lad","Matter Eater Lad"
"http://dbpedia.org/resource/John_Gray_(director)","http://dbpedia.org/resource/Ghost_Whisperer","Ghost Whisperer - Presenze"
"http://dbpedia.org/resource/John_Kricfalusi","http://dbpedia.org/resource/Ren_&_Stimpy_%22Adult_Party_Cartoon%22","Ren and Stimpy Adult Party Cartoon"
"http://dbpedia.org/resource/John_Kricfalusi","http://dbpedia.org/resource/Ren_and_Stimpy_(characters)","Ren e Stimpy (personaggi)"
"http://dbpedia.org/resource/John_Logan_(writer)","http://dbpedia.org/resource/Penny_Dreadful:_City_of_Angels","Penny Dreadful: City of Angels"
"http://dbpedia.org/resource/John_McCrea_(comics)","http://dbpedia.org/resource/Hitman_(DC_Comics)","Hitman (fumetto)"
"http://dbpedia.org/resource/Jeph_Loeb","http://dbpedia.org/resource/Romulus_(comics)","Romulus (personaggio)"
"http://dbpedia.org/resource/Jeph_Loeb","http://dbpedia.org/resource/Jimmy_Hudson","Jimmy Hudson"
"http://dbpedia.org/resource/Roger_Stern","http://dbpedia.org/resource/Atomic_Skull","Atomic Skull"
"http://dbpedia.org/resource/Roger_Stern","http://dbpedia.org/resource/Eradicator_(character)","Eradicatore"
"http://dbpedia.org/resource/Karl_Pilkington","http://dbpedia.org/resource/The_Ricky_Gervais_Show_(TV_series)","The Ricky Gervais Show (serie animata)"
"http://dbpedia.org/resource/Michael_R._Perry","http://dbpedia.org/resource/The_River_(American_TV_series)","The River (serie televisiva)"
"http://dbpedia.org/resource/Tom_Rob_Smith","http://dbpedia.org/resource/MotherFatherSon","MotherFatherSon"
"http://dbpedia.org/resource/Ágústa_Eva_Erlendsdóttir","http://dbpedia.org/resource/Silvía_Night","Silvía Night"
"http://dbpedia.org/resource/Caroline_Lawrence","http://dbpedia.org/resource/Roman_Mysteries_(TV_series)","Misteri di Roma"
"http://dbpedia.org/resource/Casper_Kelly","http://dbpedia.org/resource/Stroker_&_Hoop","Stroker & Hoop"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Germany's_Next_Topmodel","Germany's Next Topmodel"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/HaDugmaniot","HaDugmaniyot"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Slovenski_Top_Model","Slovenski Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Top_Model_Sverige","Top Model Sverige"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/India's_Next_Top_Model","India's Next Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/New_Zealand's_Next_Top_Model","New Zealand's Next Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Next_Top_Model_(Romanian_TV_series)","Next Top Model (Romania)"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Nigeria's_Top_Model","Nigeria's Next Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Cambodia's_Next_Top_Model","Cambodia's Next Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Caribbean's_Next_Top_Model","Caribbean's Next Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Srpski_Top_Model","Srpski Top Model"
"http://dbpedia.org/resource/Tyra_Banks","http://dbpedia.org/resource/Suomen_huippumalli_haussa","Suomen huippumalli haussa"
"http://dbpedia.org/resource/Gabe_Sachs","http://dbpedia.org/resource/Naomi_Clark","Naomi Clark"
"http://dbpedia.org/resource/Jeffrey_Klarik","http://dbpedia.org/resource/Half_&_Half","Half & Half"
"http://dbpedia.org/resource/Mike_Chessler","http://dbpedia.org/resource/So_Notorious","So Notorious"
"http://dbpedia.org/resource/Adrian_Alphona","http://dbpedia.org/resource/Kamala_Khan","Kamala Khan"
"http://dbpedia.org/resource/Allan_Burns","http://dbpedia.org/resource/The_Mary_Tyler_Moore_Show","Mary Tyler Moore (serie televisiva)"
"http://dbpedia.org/resource/Amanda_Brown_(novelist)","http://dbpedia.org/resource/Elle_Woods","Elle Woods"
"http://dbpedia.org/resource/Amy_Poehler","http://dbpedia.org/resource/The_Mighty_B!","La Grande B!"
"http://dbpedia.org/resource/Amy_Schumer","http://dbpedia.org/resource/Inside_Amy_Schumer","Inside Amy Schumer"
"http://dbpedia.org/resource/Axel_Alonso","http://dbpedia.org/resource/Isaiah_Bradley","Isaiah Bradley"
"http://dbpedia.org/resource/Charles_Addams","http://dbpedia.org/resource/Morticia_Addams","Morticia Addams"
"http://dbpedia.org/resource/Charlie_Adlard","http://dbpedia.org/resource/Negan","Negan"
"http://dbpedia.org/resource/Chris_Alberghini","http://dbpedia.org/resource/So_Notorious","So Notorious"
"http://dbpedia.org/resource/Julie_Andem","http://dbpedia.org/resource/Skam_France","Skam France"
"http://dbpedia.org/resource/Max_Allan_Collins","http://dbpedia.org/resource/Wild_Dog_(comics)","Wild Dog"
"http://dbpedia.org/resource/Mike_Allred","http://dbpedia.org/resource/Iron_Man_(Ultimate_Marvel_character)","Ultimate Iron Man"
"http://dbpedia.org/resource/Paul_Adelstein","http://dbpedia.org/resource/Imposters_(TV_series)","Imposters"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Thor_Girl","Thor Girl"
"http://dbpedia.org/resource/Dan_Jurgens","http://dbpedia.org/resource/Eradicator_(character)","Eradicatore"
"http://dbpedia.org/resource/Garson_Kanin","http://dbpedia.org/resource/Mr._Broadway","Mr. Broadway (serie televisiva)"
"http://dbpedia.org/resource/H._Jon_Benjamin","http://dbpedia.org/resource/Paid_Programming_(TV_pilot)","Paid Programming"
"http://dbpedia.org/resource/Jason_Katims","http://dbpedia.org/resource/Liz_Parker","Liz Parker"
"http://dbpedia.org/resource/Jim_Jinkins","http://dbpedia.org/resource/PB&J_Otter","Pepi, Briciola e Jo-Jo"
"http://dbpedia.org/resource/Jim_Thomas_(screenwriter)","http://dbpedia.org/resource/Hard_Time_on_Planet_Earth","Benvenuto sulla Terra"
"http://dbpedia.org/resource/Joe_Keenan_(writer)","http://dbpedia.org/resource/Out_of_Practice","Out of Practice - Medici senza speranza"
"http://dbpedia.org/resource/Joe_Kelly_(comics_writer)","http://dbpedia.org/resource/Gamemnae","Gamemnae"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Hector_Hammond","Hector Hammond"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Key_(character)","Chiave (personaggio)"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Mirror_Master","Mirror Master"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Reverse-Flash","Anti-Flash"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Thomas_Kalmaku","Tom Kalmaku"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Weather_Wizard","Mago del Tempo"
"http://dbpedia.org/resource/John_Broome_(writer)","http://dbpedia.org/resource/Per_Degaton","Per Degaton"
"http://dbpedia.org/resource/John_Forte","http://dbpedia.org/resource/Polar_Boy","Polar Boy"
"http://dbpedia.org/resource/John_Gray_(director)","http://dbpedia.org/resource/List_of_Ghost_Whisperer_characters","Personaggi di Ghost Whisperer - Presenze"
"http://dbpedia.org/resource/John_Kricfalusi","http://dbpedia.org/resource/The_Ren_&_Stimpy_Show","The Ren & Stimpy Show"
"http://dbpedia.org/resource/John_McNamara_(writer)","http://dbpedia.org/resource/Spy_Game_(TV_series)","Spy Game (serie televisiva)"
"http://dbpedia.org/resource/John_Romita_Jr.","http://dbpedia.org/resource/Adversary_(comics)","Avversario (Marvel Comics)"
"http://dbpedia.org/resource/John_Romita_Jr.","http://dbpedia.org/resource/Kick-Ass_(character)","Kick-Ass (personaggio)"
"http://dbpedia.org/resource/John_Romita_Jr.","http://dbpedia.org/resource/Monica_Rambeau","Monica Rambeau"
"http://dbpedia.org/resource/John_Romita_Jr.","http://dbpedia.org/resource/Arclight_(comics)","Arclight"
"http://dbpedia.org/resource/John_Romita_Jr.","http://dbpedia.org/resource/Blackheart","Cuore Nero (personaggio)"
"http://dbpedia.org/resource/John_Romita_Sr.","http://dbpedia.org/resource/Kingpin_(character)","Kingpin (personaggio)"
"http://dbpedia.org/resource/John_Romita_Sr.","http://dbpedia.org/resource/Robbie_Robertson_(comics)","Joseph Robbie Robertson"
"http://dbpedia.org/resource/John_Romita_Sr.","http://dbpedia.org/resource/Satana_(Marvel_Comics)","Satana Hellstrom"
"http://dbpedia.org/resource/John_Wagner","http://dbpedia.org/resource/Judge_Dredd","Giudice Dredd"
"http://dbpedia.org/resource/John_Wirth_(television_producer)","http://dbpedia.org/resource/Wu_Assassins","Wu Assassins"
"http://dbpedia.org/resource/Jonathan_Levine","http://dbpedia.org/resource/Rush_(American_TV_series)","Rush (serie televisiva 2014)"
"http://dbpedia.org/resource/Jonathan_Roberts_(writer)","http://dbpedia.org/resource/Scar_(The_Lion_King)","Scar (Il re leone)"
"http://dbpedia.org/resource/Kaleena_Kiff","http://dbpedia.org/resource/Riese:_Kingdom_Falling","Riese (webserie)"
"http://dbpedia.org/resource/Karl_Kesel","http://dbpedia.org/resource/King_Shark","Re Squalo"
"http://dbpedia.org/resource/Karl_Kesel","http://dbpedia.org/resource/Knockout_(DC_Comics)","Knockout (DC Comics)"
"http://dbpedia.org/resource/Karl_Kesel","http://dbpedia.org/resource/Bloodsport_(character)","Bloodsport (DC Comics)"
"http://dbpedia.org/resource/Karl_Kesel","http://dbpedia.org/resource/Bloody_Mary_(DC_Comics)","Bloody Mary (DC Comics)"
"http://dbpedia.org/resource/Kazushige_Nojima","http://dbpedia.org/resource/Squall_Leonhart","Squall Leonhart"
"http://dbpedia.org/resource/Kazushige_Nojima","http://dbpedia.org/resource/Tidus","Tidus"
"http://dbpedia.org/resource/Keith_Chapman","http://dbpedia.org/resource/Bob_the_Builder","Bob aggiustatutto"
"http://dbpedia.org/resource/Ken_Levine_(game_developer)","http://dbpedia.org/resource/Andrew_Ryan_(BioShock)","Andrew Ryan"
"http://dbpedia.org/resource/Ken_Levine_(game_developer)","http://dbpedia.org/resource/Big_Daddy_(BioShock)","Big Daddy (BioShock)"
"http://dbpedia.org/resource/Keron_Grant","http://dbpedia.org/resource/Wither_(comics)","Wither (personaggio)"
"http://dbpedia.org/resource/Kevin_Eastman","http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)","Leonardo (personaggio)"
"http://dbpedia.org/resource/Kevin_Eastman","http://dbpedia.org/resource/Raphael_(Teenage_Mutant_Ninja_Turtles)","Raffaello (Tartarughe Ninja)"
"http://dbpedia.org/resource/Kevin_Eastman","http://dbpedia.org/resource/April_O'Neil","April O'Neil"
"http://dbpedia.org/resource/Kevin_Eastman","http://dbpedia.org/resource/Baxter_Stockman","Baxter Stockman"
"http://dbpedia.org/resource/Kevin_Smith","http://dbpedia.org/resource/Jay_and_Silent_Bob","Jay & Silent Bob"
"http://dbpedia.org/resource/Kevin_Sullivan_(producer)","http://dbpedia.org/resource/Road_to_Avonlea","La strada per Avonlea"
"http://dbpedia.org/resource/Lawrence_Kasdan","http://dbpedia.org/resource/Kylo_Ren","Kylo Ren"
"http://dbpedia.org/resource/Lawrence_Kasdan","http://dbpedia.org/resource/Lando_Calrissian","Lando Calrissian"
"http://dbpedia.org/resource/Lawrence_Kasdan","http://dbpedia.org/resource/Rey_(Star_Wars)","Rey (Guerre stellari)"
"http://dbpedia.org/resource/Robert_Mark_Kamen","http://dbpedia.org/resource/Black_Sash_(TV_series)","Black Sash"
"http://dbpedia.org/resource/Tom_Kapinos","http://dbpedia.org/resource/White_Famous","White Famous"
"http://dbpedia.org/resource/Adam_Kubert","http://dbpedia.org/resource/Kestrel_(Marvel_Comics)","Kestrel"
"http://dbpedia.org/resource/Andy_Lanning","http://dbpedia.org/resource/Resurrection_Man_(character)","Resurrection Man"
"http://dbpedia.org/resource/Claire_Labine","http://dbpedia.org/resource/Ryan's_Hope","I Ryan"
"http://dbpedia.org/resource/Damian_Kindler","http://dbpedia.org/resource/Sanctuary_(TV_series)","Sanctuary (serie televisiva)"
"http://dbpedia.org/resource/Damian_Kindler","http://dbpedia.org/resource/Helen_Magnus","Helen Magnus"
"http://dbpedia.org/resource/David_Letterman","http://dbpedia.org/resource/Late_Night_with_David_Letterman","Late Night with David Letterman"
"http://dbpedia.org/resource/David_Letterman","http://dbpedia.org/resource/Late_Show_with_David_Letterman","David Letterman Show"
"http://dbpedia.org/resource/David_Levien","http://dbpedia.org/resource/Billions_(TV_series)","Billions"
"http://dbpedia.org/resource/Denis_Leary","http://dbpedia.org/resource/Rescue_Me_(American_TV_series)","Rescue Me (serie televisiva)"
"http://dbpedia.org/resource/Eric_Kripke","http://dbpedia.org/resource/Revolution_(TV_series)","Revolution (serie televisiva)"
